NCES LEA ID,State ID,District Name,Mailing Address,City,State,Zip Code,Zip +4,Telephone,Locale codes of schools in the LEA,Each school has a locale code of 7 or 8?,Is the LEA defined as rural by the State?,Average Daily Attendance,Is county population density less than 10 persons/sq. mile?,Percentage of children from families below poverty line,Does LEA meet low-income poverty requirement?,Alternate Poverty Data Provided by State,"According to alternate data, does LEA meet low-income poverty requirement?","Does each school in LEA have locale code of 6,7, or 8?","FY 2011 Title II, Part A allocation amount","FY 2011 Title II, Part D formula allocation amount - PLEASE LEAVE BLANK","FY 2011 Title IV, Part A allocation amount - PLEASE LEAVE BLANK",FY 2011 Title V allocation amount - PLEASE LEAVE BLANK,SRSA rural eligible,SRSA Small Eligible,SRSA Rural Eligible,SRSA Small Check,SRSA eligible,RLIS rural eligible,RLIS pov. Eligible,Initial RLIS eligible,RLIS eligible
3601015,332100860978,BROOKLYN DREAMS CHARTER SCHOOL,259 PARKVILLE AVE,BROOKLYN,NY,11230,,7188598400,1,NO,NO,193,NO,M,NO,,,NO,"$9,744",,,,0,1,0,0,-,0,0,0,-
3601033,332300860937,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,1485 PACIFIC ST,BROOKLYN,NY,11216,,7182505760,1,NO,NO,80,NO,M,NO,,,NO,"$4,596",,,,0,1,0,0,-,0,0,0,-
3600116,331600860847,BROOKLYN EXCELSIOR CHARTER SCHOOL,856 QUINCY ST,BROOKLYN,NY,11221,,7182465681,1,NO,NO,722,NO,M,NO,,,NO,"$40,738",,,,0,0,0,0,-,0,0,0,-
3600991,331500860935,BROOKLYN PROSPECT CHARTER SCHOOL,153 35TH ST,BROOKLYN,NY,11232,,7189657950,1,NO,NO,202,NO,M,NO,,,NO,"$4,049",,,,0,1,0,0,-,0,0,0,-
3600989,331900860958,BROOKLYN SCHOLARS CHARTER SCHOOL,2635 LINDEN BLVD,BROOKLYN,NY,11208,,7183489360,1,NO,NO,241,NO,M,NO,,,NO,"$13,961",,,,0,1,0,0,-,0,0,0,-
3601043,310200860992,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,THE DOOR-121 AVE OF THE AMERIC,NEW YORK,NY,10013,,,,,,,,M,NO,,,,"$6,950",,,,0,0,0,0,-,0,0,0,-
3680140,39000000000,BROOME-DELAWARE-TIOGA BOCES,435 GLENWOOD RD,BINGHAMTON,NY,13905,1699,6077663802,4,NO,NO,N/A,NO,M,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3601002,332300860954,BROWNSVILLE ASCEND CHARTER SCHOOL,205 ROCKAWAY PKWY,BROOKLYN,NY,11212,,7182409162,1,NO,NO,249,NO,M,NO,,,NO,N/A,,,,0,1,0,0,-,0,0,0,-
3600984,332300860939,BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,364 SACKMAN ST-4TH FL,BROOKLYN,NY,11212,,7186360370,1,NO,NO,158,NO,M,NO,,,NO,N/A,,,,0,1,0,0,-,0,0,0,-
3605520,490202040000,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),3992 NY RT 2,TROY,NY,12180,9034,5182794600,8,YES,NO,1306,NO,8.15,NO,,,YES,"$36,823",,,,1,0,0,0,-,1,0,0,-
3605820,161601040000,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,PO BOX 309,BRUSHTON,NY,12916,,5185298948,7,YES,YES,780,NO,28.27,YES,,,YES,"$69,187",,,,1,0,0,0,-,1,1,Initial,RLIS
3600105,140600860861,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,190 FRANKLIN ST,BUFFALO,NY,14202,,7168542490,1,NO,NO,382,NO,M,NO,,,NO,"$21,974",,,,0,1,0,0,-,0,0,0,-
3605850,140600010000,BUFFALO CITY SCHOOL DISTRICT,712 CITY HALL,BUFFALO,NY,14202,3375,7168163575,1,NO,NO,31590,NO,37.09,YES,,,NO,"$5,006,404",,,,0,0,0,0,-,0,1,0,-
3600071,140600860851,BUFFALO UNITED CHARTER SCHOOL,325 MANHATTAN AVE,BUFFALO,NY,14214,1809,7168359862,1,NO,NO,614,NO,M,NO,,,NO,"$40,286",,,,0,0,0,0,-,0,0,0,-
3605940,520101060000,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,50 CYPRESS DR,SCOTIA,NY,12302,4398,5183999141,"4,8",NO,NO,3308,NO,9.16,NO,,,NO,"$75,530",,,,0,0,0,0,-,0,0,0,-
3601017,333200860987,BUSHWICK ASCEND CHARTER SCHOOL,751 KNICKER BOCKER AVE,BROOKLYN,NY,11212,,3474647600,1,NO,NO,208,NO,M,NO,,,NO,"$9,937",,,,0,1,0,0,-,0,0,0,-
3606060,661201060000,BYRAM HILLS CENTRAL SCHOOL DISTRICT,10 TRIPP LN,ARMONK,NY,10504,2512,9142734082,3,NO,NO,2714,NO,3.32,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3606090,180701040000,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,6917 W BERGEN RD,BERGEN,NY,14416,9747,5854941220,7,YES,YES,1047,NO,11.48,NO,,,YES,"$51,596",,,,1,0,0,0,-,1,0,0,-
3606160,190301040000,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,PO BOX 780,CAIRO,NY,12413,780,5186228534,7,YES,YES,1442,NO,28.49,YES,,,YES,"$68,269",,,,1,0,0,0,-,1,1,Initial,RLIS
3606180,240201040000,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,99 NORTH ST,CALEDONIA,NY,14423,1099,5855383400,4,NO,NO,917,NO,11.3,NO,,,NO,"$24,442",,,,0,0,0,0,-,0,0,0,-
3606210,641610040000,CAMBRIDGE CENTRAL SCHOOL DISTRICT,58 S PARK ST,CAMBRIDGE,NY,12816,1118,5186772653,8,YES,YES,908,NO,16.13,NO,,,YES,N/A,,,,1,0,0,0,-,1,0,0,-
3606240,410601040000,CAMDEN CENTRAL SCHOOL DISTRICT,51 THIRD ST,CAMDEN,NY,13316,1114,3152454075,8,YES,YES,2324,NO,16.56,NO,,,YES,"$122,608",,,,1,0,0,0,-,1,0,0,-
3600020,570603040000,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,8455 COUNTY RT 125,CAMPBELL,NY,14821,9518,6075279800,7,YES,YES,919,NO,13.94,NO,,,YES,"$63,263",,,,1,0,0,0,-,1,0,0,-
3606300,270301040000,CANAJOHARIE CENTRAL SCHOOL DISTRICT,136 SCHOLASTIC WAY,CANAJOHARIE,NY,13317,1197,5186736302,7,YES,NO,996,NO,20.07,YES,,,YES,"$59,585",,,,1,0,0,0,-,1,1,Initial,RLIS
3606330,430300050000,CANANDAIGUA CITY SCHOOL DISTRICT,143 N PEARL ST,CANANDAIGUA,NY,14424,1496,5853963700,4,NO,NO,3796,NO,13.31,NO,,,NO,"$148,480",,,,0,0,0,0,-,0,0,0,-
3606360,21102040000,CANASERAGA CENTRAL SCHOOL DISTRICT,PO BOX 230,CANASERAGA,NY,14822,230,6075456421,7,YES,YES,269,NO,14.48,NO,,,YES,"$12,551",,,,1,1,0,0,SRSA,1,0,0,-
3606390,250901060000,CANASTOTA CENTRAL SCHOOL DISTRICT,120 ROBERTS ST,CANASTOTA,NY,13032,1198,3156972025,4,NO,NO,1542,NO,16.26,NO,,,NO,"$48,063",,,,0,0,0,0,-,0,0,0,-
3606420,600301040000,CANDOR CENTRAL SCHOOL DISTRICT,PO BOX 145,CANDOR,NY,13743,145,6076595010,8,YES,NO,815,NO,14.01,NO,,,YES,N/A,,,,1,0,0,0,-,1,0,0,-
3600124,571502060000,CANISTEO-GREENWOOD CSD,84 GREENWOOD ST,CANISTEO,NY,14823,1299,6076984225,7,YES,YES,914,NO,14.91,NO,,,YES,"$55,661",,,,1,0,0,0,-,1,0,0,-
3606470,510201060000,CANTON CENTRAL SCHOOL DISTRICT,99 STATE ST,CANTON,NY,13617,1099,3153868561,6,NO,NO,1259,NO,22.92,YES,,,YES,"$87,705",,,,0,0,0,0,-,1,1,Initial,RLIS
3680100,19000000000,CAPITAL REGION BOCES,900 WATERVLIET-SHAKER RD-STE 1,ALBANY,NY,12205,,5188624901,4,NO,NO,N/A,NO,M,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3606540,280411030000,CARLE PLACE UNION FREE SCHOOL DISTRICT,168 CHERRY LN,CARLE PLACE,NY,11514,1788,5166226442,3,NO,NO,1420,NO,5.43,NO,,,NO,"$45,430",,,,0,0,0,0,-,0,0,0,-
3606570,480102060000,CARMEL CENTRAL SCHOOL DISTRICT,PO BOX 296,PATTERSON,NY,12563,296,8458782094,"3,8",NO,NO,4581,NO,4.91,NO,,,NO,"$139,520",,,,0,0,0,0,-,0,0,0,-
3606630,222201060000,CARTHAGE CENTRAL SCHOOL DISTRICT,25059 COUNTY RT 197,CARTHAGE,NY,13619,9527,3154935120,"6,7",NO,NO,3481,NO,16.14,NO,,,YES,"$168,995",,,,0,0,0,0,-,1,0,0,-
3606660,60401040000,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,PO BOX 540,SINCLAIRVILLE,NY,14782,540,7169625155,7,YES,YES,1110,NO,23.83,YES,,,YES,"$91,810",,,,1,0,0,0,-,1,1,Initial,RLIS
3606690,50401040000,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,PO BOX 100,CATO,NY,13033,100,3156263439,7,YES,YES,994,NO,13.77,NO,,,YES,"$54,830",,,,1,0,0,0,-,1,0,0,-
3606720,190401060000,CATSKILL CENTRAL SCHOOL DISTRICT,343 W MAIN ST,CATSKILL,NY,12414,1699,5189434696,"6,7",NO,NO,1672,NO,18.39,NO,,,YES,"$119,722",,,,0,0,0,0,-,1,0,0,-
3680150,49000000000,CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES,1825 WINDFALL RD,OLEAN,NY,14760,,7163768223,7,YES,YES,N/A,NO,M,NO,,,YES,N/A,,,,1,0,0,0,-,1,0,0,-
3600024,42302040000,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,25 FRANKLIN ST N,CATTARAUGUS,NY,14719,1298,7162575292,7,YES,YES,1002,NO,M,NO,,,YES,"$66,894",,,,1,0,0,0,-,1,0,0,-
3680180,59000000000,CAYUGA-ONONDAGA BOCES,1879 W GENESEE ST RD,AUBURN,NY,13021,,3152530361,7,YES,YES,N/A,NO,M,NO,,,YES,N/A,,,,1,0,0,0,-,1,0,0,-
3606780,250201060000,CAZENOVIA CENTRAL SCHOOL DISTRICT,31 EMORY AVE,CAZENOVIA,NY,13035,1098,3156551317,4,NO,NO,1664,NO,6.75,NO,,,NO,"$52,045",,,,0,0,0,0,-,0,0,0,-
3606840,580233020000,CENTER MORICHES UNION FREE SCHOOL DISTRICT,529 MAIN ST,CENTER MORICHES,NY,11934,2206,6318780052,3,NO,NO,1606,NO,5.26,NO,,,NO,"$43,165",,,,0,0,0,0,-,0,0,0,-
3606870,580513030000,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,PO BOX 9027,CENTRAL ISLIP,NY,11722,9027,6313485001,3,NO,NO,6403,NO,15.03,NO,,,NO,"$350,758",,,,0,0,0,0,-,0,0,0,-
3606900,460801060000,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,642 S MAIN ST,CENTRAL SQUARE,NY,13036,3511,3156684220,"4,8",NO,NO,4411,NO,13.68,NO,,,NO,"$188,187",,,,0,0,0,0,-,0,0,0,-
3601018,342700860990,CHALLENGE PREPARATORY CHARTER SCHOOL,365 BEACH 56TH ST,ARVERNE,NY,11692,,7186341634,1,NO,NO,139,NO,M,NO,,,NO,"$4,568",,,,0,1,0,0,-,0,0,0,-
3606990,661004060000,CHAPPAQUA CENTRAL SCHOOL DISTRICT,PO BOX 21,CHAPPAQUA,NY,10514,1703,9142387200,3,NO,NO,4106,NO,2.54,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3607050,120401040000,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,15611 ST HWY 23,DAVENPORT,NY,13750,202,6072785511,7,YES,YES,389,NO,16.23,NO,,,YES,"$28,947",,,,1,1,0,0,SRSA,1,0,0,-
3600025,142601860031,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,2303 KENMORE AVE,BUFFALO,NY,14207,1311,7168767505,2,NO,YES,1609,NO,M,NO,,,NO,"$41,703",,,,1,0,0,0,-,0,0,0,-
3600155,662300860862,CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE,260 WARBURTON AVE,YONKERS,NY,10701,,9144765070,3,NO,NO,457,NO,M,NO,,,NO,N/A,,,,0,1,0,0,-,0,0,0,-
3607080,160801040000,CHATEAUGAY CENTRAL SCHOOL DISTRICT,PO BOX 904,CHATEAUGAY,NY,12920,904,5184976420,7,YES,YES,538,NO,15.84,NO,,,YES,"$29,167",,,,1,1,0,0,SRSA,1,0,0,-
3607110,101001040000,CHATHAM CENTRAL SCHOOL DISTRICT,50 WOODBRIDGE AVE,CHATHAM,NY,12037,1397,5183921501,7,YES,YES,1262,NO,10.67,NO,,,YES,"$42,782",,,,1,0,0,0,-,1,0,0,-
3600018,60503040000,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,100 N ERIE ST,MAYVILLE,NY,14757,1098,7167535808,7,YES,YES,778,NO,17.37,NO,,,YES,"$52,900",,,,1,0,0,0,-,1,0,0,-
3607170,90601020000,CHAZY UNION FREE SCHOOL DISTRICT,609 MINER FARM RD,CHAZY,NY,12921,327,5188467135,7,YES,YES,496,NO,14.43,NO,,,YES,"$19,580",,,,1,1,0,0,SRSA,1,0,0,-
3607230,140701060000,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,3600 UNION RD,CHEEKTOWAGA,NY,14225,5170,7166863606,2,NO,NO,2209,NO,17.44,NO,,,NO,"$85,477",,,,0,0,0,0,-,0,0,0,-
3618600,140702030000,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,1050 MARYVALE DR,CHEEKTOWAGA,NY,14225,2386,7166317407,2,NO,NO,2134,NO,13.19,NO,,,NO,"$88,053",,,,0,0,0,0,-,0,0,0,-
3627000,140709030000,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,166 HALSTEAD AVE,SLOAN,NY,14212,2295,7168916402,"2,3",NO,NO,1478,NO,17.16,NO,,,NO,"$51,274",,,,0,0,0,0,-,0,0,0,-
3607260,30101060000,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,1 GORDON DR,BINGHAMTON,NY,13901,5614,6076487543,4,NO,NO,1601,NO,12.51,NO,,,NO,"$79,159",,,,0,0,0,0,-,0,0,0,-
3607290,30701060000,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,221 CHENANGO BRIDGE RD,BINGHAMTON,NY,13901,1653,6077794711,8,YES,NO,1734,NO,14.01,NO,,,YES,"$49,105",,,,1,0,0,0,-,1,0,0,-
3600006,472202040000,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,PO BOX 485,CHERRY VALLEY,NY,13320,485,6072649332,7,YES,YES,542,NO,18.71,NO,,,YES,"$39,844",,,,1,1,0,0,SRSA,1,0,0,-
3607380,440201020000,CHESTER UNION FREE SCHOOL DISTRICT,64 HAMBLETONIAN AVE,CHESTER,NY,10918,1324,8454695052,4,NO,NO,1055,NO,7.24,NO,,,NO,"$19,941",,,,0,0,0,0,-,0,0,0,-
3600044,580302860027,CHILD DEVELOPMENT CENTER OF THE HAMPTONS CHARTER SCHOOL,PO BOX 655,WAINSCOTT,NY,11975,404,6313240207,8,YES,NO,60,NO,M,NO,,,YES,$716,,,,1,1,0,0,SRSA,1,0,0,-
3607470,251601060000,CHITTENANGO CENTRAL SCHOOL DISTRICT,1732 FYLER RD,CHITTENANGO,NY,13037,9520,3156872840,"4,8",NO,NO,2228,NO,13.29,NO,,,NO,"$94,132",,,,0,0,0,0,-,0,0,0,-
3607530,261501060000,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,139 FAIRBANKS RD,CHURCHVILLE,NY,14428,9797,5852931800,"4,8",NO,NO,4140,NO,7.34,NO,,,NO,"$113,079",,,,0,0,0,0,-,0,0,0,-
3607560,110101040000,CINCINNATUS CENTRAL SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,9698,6078634069,7,YES,YES,601,NO,19.11,NO,,,YES,"$52,106",,,,1,0,0,0,-,1,0,0,-
3607590,140801060000,CLARENCE CENTRAL SCHOOL DISTRICT,9625 MAIN ST,CLARENCE,NY,14031,2083,7164079102,"3,8",NO,NO,5024,NO,5.61,NO,,,NO,"$111,517",,,,0,0,0,0,-,0,0,0,-
3620340,500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,62 OLD MIDDLETOWN RD,NEW CITY,NY,10956,,8456396419,3,NO,NO,9028,NO,3.91,NO,,,NO,"$215,887",,,,0,0,0,0,-,0,0,0,-
3607680,140703020000,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,105 MAPLEVIEW RD,CHEEKTOWAGA,NY,14225,1599,7168367200,2,NO,NO,1402,NO,15.27,NO,,,NO,"$66,848",,,,0,0,0,0,-,0,0,0,-
3607710,510401040000,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,PO BOX 75,STAR LAKE,NY,13690,75,3158483333,7,YES,YES,333,NO,20.53,YES,,,YES,"$34,153",,,,1,1,0,0,SRSA,1,1,Initial,RLIS
3607770,411101060000,CLINTON CENTRAL SCHOOL DISTRICT,75 CHENANGO AVE,CLINTON,NY,13323,1395,3155572253,4,NO,NO,1400,NO,9.3,NO,,,NO,"$41,366",,,,0,0,0,0,-,0,0,0,-
3680220,99000000000,CLINTON-ESSEX-WARREN-WASHINGTON BOCES,PO BOX 455,PLATTSBURGH,NY,12901,,5185367340,7,YES,NO,N/A,NO,M,NO,,,YES,N/A,,,,1,0,0,0,-,1,0,0,-
3607860,650301040000,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,215 GLASGOW ST,CLYDE,NY,14433,1222,3159023000,8,YES,YES,842,NO,25.05,YES,,,YES,N/A,,,,1,0,0,0,-,1,1,Initial,RLIS
3607890,60701040000,CLYMER CENTRAL SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,9784,7163554444,7,YES,YES,451,NO,32.42,YES,,,YES,"$32,316",,,,1,1,0,0,SRSA,1,1,Initial,RLIS
3600010,541102060000,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,1099,5182344032,"4,8",NO,NO,1970,NO,14.44,NO,,,NO,"$113,300",,,,0,0,0,0,-,0,0,0,-
3607980,10500010000,COHOES CITY SCHOOL DISTRICT,7 BEVAN ST,COHOES,NY,12047,3299,5182370100,4,NO,NO,2004,NO,25.67,YES,,,NO,"$159,417",,,,0,0,0,0,-,0,1,0,-
3608010,580402060000,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,9813,6313675931,3,NO,NO,2001,NO,3.96,NO,,,NO,"$33,761",,,,0,0,0,0,-,0,0,0,-
3608100,510501040000,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,PO BOX 5,COLTON,NY,13625,5,3152622100,7,YES,YES,306,NO,13.95,NO,,,YES,"$19,128",,,,1,1,0,0,SRSA,1,0,0,-
3608130,580410030000,COMMACK UNION FREE SCHOOL DISTRICT,480 CLAY PITTS RD,EAST NORTHPORT,NY,11731,3828,6319122010,3,NO,NO,7509,NO,3.1,NO,,,NO,"$145,768",,,,0,0,0,0,-,0,0,0,-
3600064,140600860843,COMMUNITY CHARTER SCHOOL,404 EDISON AVE,BUFFALO,NY,14215,2936,7168335967,1,NO,NO,334,NO,M,NO,,,NO,"$21,041",,,,0,1,0,0,-,0,0,0,-
3600046,331300860810,COMMUNITY PARTNERSHIP CHARTER SCHOOL,241 EMERSON PL,BROOKLYN,NY,11205,3316,7183991495,1,NO,NO,330,NO,M,NO,,,NO,"$12,273",,,,0,1,0,0,-,0,0,0,-
3600159,331300860893,COMMUNITY ROOTS CHARTER SCHOOL,51 ST EDWARDS ST-3RD FL,BROOKLYN,NY,11205,,7188581629,1,NO,NO,300,NO,M,NO,,,NO,"$5,920",,,,0,1,0,0,-,0,0,0,-
3601004,332100860949,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,2315 SURF AVE,BROOKLYN,NY,11224,,7185136951,1,NO,NO,180,NO,M,NO,,,NO,"$6,306",,,,0,1,0,0,-,0,0,0,-
3608160,580507060000,CONNETQUOT CENTRAL SCHOOL DISTRICT,780 OCEAN AVE,BOHEMIA,NY,11716,3629,6312442215,3,NO,NO,6701,NO,4.15,NO,,,NO,"$190,317",,,,0,0,0,0,-,0,0,0,-
3608250,471701040000,COOPERSTOWN CENTRAL SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,1496,6075475364,7,YES,YES,961,NO,18.53,NO,,,YES,"$47,579",,,,1,0,0,0,-,1,0,0,-
3608280,230201040000,COPENHAGEN CENTRAL SCHOOL DISTRICT,PO BOX 30,COPENHAGEN,NY,13626,30,3156884411,7,YES,YES,479,NO,17.44,NO,,,YES,"$22,868",,,,1,1,0,0,SRSA,1,0,0,-
3608310,580105030000,COPIAGUE UNION FREE SCHOOL DISTRICT,2650 GREAT NECK RD,COPIAGUE,NY,11726,1699,6318424015,3,NO,NO,4720,NO,12.93,NO,,,NO,"$166,531",,,,0,0,0,0,-,0,0,0,-
3608370,520401040000,CORINTH CENTRAL SCHOOL DISTRICT,105 OAK ST,CORINTH,NY,12822,1295,5186542601,4,NO,NO,1218,NO,14.3,NO,,,NO,"$62,537",,,,0,0,0,0,-,0,0,0,-
3608400,571000010000,CORNING CITY SCHOOL DISTRICT,165 CHARLES ST,PAINTED POST,NY,14870,1199,6079363704,"6,7",NO,NO,5318,NO,16.25,NO,,,YES,"$209,960",,,,0,0,0,0,-,1,0,0,-
3608430,440301060000,CORNWALL CENTRAL SCHOOL DISTRICT,24 IDLEWILD AVE,CORNWALL ON HUDSON,NY,12520,,8455348009,"4,8",NO,NO,3457,NO,7.65,NO,,,NO,"$61,349",,,,0,0,0,0,-,0,0,0,-
3608460,110200010000,CORTLAND CITY SCHOOL DISTRICT,1 VALLEY VIEW DR,CORTLAND,NY,13045,3297,6077584100,"6,7",NO,NO,2715,NO,18.49,NO,,,YES,"$173,167",,,,0,0,0,0,-,1,0,0,-
3600974,800000066512,CORTLAND MEOP,SUNY COLLEGE AT CORTLAND,CORTLAND,NY,13045,,6077534706,,,NO,N/A,NO,M,NO,,,,N/A,,,,0,0,0,0,-,0,0,0,-
3608490,190501040000,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,24 SUNSET BLVD,COXSACKIE,NY,12051,1132,5187311710,"6,7",NO,NO,1527,NO,12.67,NO,,,YES,"$54,995",,,,0,0,0,0,-,1,0,0,-
3608580,660202030000,CROTON-HARMON UNION FREE SCHOOL DISTRICT,10 GERSTEIN ST,CROTON ON HUDSON,NY,10520,2303,9142714793,3,NO,NO,1726,NO,3.11,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3608610,150203040000,CROWN POINT CENTRAL SCHOOL DISTRICT,PO BOX 35,CROWN POINT,NY,12928,35,5185974200,7,YES,YES,241,NO,17.59,NO,,,YES,"$35,590",,,,1,1,0,0,SRSA,1,0,0,-
3632010,22302040000,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,5476 RT 305 N,CUBA,NY,14727,1014,5859681556,7,YES,YES,908,NO,18.07,NO,,,YES,"$71,681",,,,1,0,0,0,-,1,0,0,-
3601014,331800860988,CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,12020 FLATLANDS AVE,BROOKLYN,NY,11212,,7183061070,1,NO,NO,120,NO,M,NO,,,NO,"$6,211",,,,0,1,0,0,-,0,0,0,-
3621450,241101040000,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),PO BOX 517,NUNDA,NY,14517,517,5854682541,8,YES,YES,794,NO,13.44,NO,,,YES,"$53,510",,,,1,0,0,0,-,1,0,0,-
3608790,241001060000,DANSVILLE CENTRAL SCHOOL DISTRICT,284 MAIN ST,DANSVILLE,NY,14437,1199,5853354000,4,NO,NO,1657,NO,19.56,NO,,,NO,"$81,229",,,,0,0,0,0,-,0,0,0,-
3608880,580107030000,DEER PARK UNION FREE SCHOOL DISTRICT,1881 DEER PARK AVE,DEER PARK,NY,11729,4326,6312744010,3,NO,NO,4206,NO,6.75,NO,,,NO,"$133,963",,,,0,0,0,0,-,0,0,0,-
3680260,129000000000,DELAWARE-CHENANGO-MADISON-OTSEGO BOCES,6678 COUNTY RD 32,NORWICH,NY,13815,3554,6073351233,7,YES,NO,N/A,NO,M,NO,,,YES,N/A,,,,1,0,0,0,-,1,0,0,-
3608910,120501040000,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,2 SHELDON DR,DELHI,NY,13753,1276,6077461300,6,NO,YES,757,NO,15.46,NO,,,YES,"$57,330",,,,1,0,0,0,-,1,0,0,-
3601010,310500860989,DEMOCRACY PREP HARLEM CHARTER SCHOOL,222 W 134TH ST,NEW YORK,NY,10030,,2122813061,1,NO,NO,109,NO,M,NO,,,NO,"$6,460",,,,0,1,0,0,-,0,0,0,-
3600158,310500860894,DEMOCRACY PREPARATORY CHARTER SCHOOL,207 W 133RD ST,NEW YORK,NY,10030,,2122811248,1,NO,NO,473,NO,M,NO,,,NO,"$10,977",,,,0,1,0,0,-,0,0,0,-
3609030,140707030000,DEPEW UNION FREE SCHOOL DISTRICT,591 TERRACE BLVD,DEPEW,NY,14043,4535,7166865105,3,NO,NO,2016,NO,12.11,NO,,,NO,"$80,125",,,,0,0,0,0,-,0,0,0,-
3609060,31301040000,DEPOSIT CENTRAL SCHOOL DISTRICT,171 2ND ST,DEPOSIT,NY,13754,1397,6074675380,7,YES,YES,563,NO,22.95,YES,,,YES,"$66,661",,,,1,1,0,0,SRSA,1,1,Initial,RLIS
3608850,250301040000,DERUYTER CENTRAL SCHOOL DISTRICT,711 RAILROAD ST,DERUYTER,NY,13052,,3158523400,8,YES,YES,409,NO,16.83,NO,,,YES,"$31,406",,,,1,1,0,0,SRSA,1,0,0,-
3601046,260801861002,DISCOVERY CHARTER SCHOOL,125 KINGS HWY SOUTH,ROCHESTER,NY,14617,,,,,,,,M,NO,,,,"$7,268",,,,0,0,0,0,-,0,0,0,-
3609120,660403030000,DOBBS FERRY UNION FREE SCHOOL DISTRICT,505 BROADWAY,DOBBS FERRY,NY,10522,1118,9146931506,3,NO,NO,1445,NO,10.42,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3600001,211003040000,DOLGEVILLE CENTRAL SCHOOL DISTRICT,38 SLAWSON ST,DOLGEVILLE,NY,13329,1298,3154293155,8,YES,YES,879,NO,21,YES,,,YES,"$72,796",,,,1,0,0,0,-,1,1,Initial,RLIS
3609210,130502020000,DOVER UNION FREE SCHOOL DISTRICT,2368 RTE 22,DOVER PLAINS,NY,12522,6311,8458324500,8,YES,YES,1560,NO,7.9,NO,,,YES,"$60,803",,,,1,0,0,0,-,1,0,0,-
3609240,120301040000,DOWNSVILLE CENTRAL SCHOOL DISTRICT,PO BOX J,DOWNSVILLE,NY,13755,912,6073632101,7,YES,YES,279,NO,12.57,NO,,,YES,"$14,768",,,,1,1,0,0,SRSA,1,0,0,-
3601027,321200860965,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,800 HOME ST-RM 205,BRONX,NY,10459,,7183780490,1,NO,NO,97,NO,M,NO,,,NO,"$6,818",,,,0,1,0,0,-,0,0,0,-
