,Zip Code,District Name,Zip +4,pop,School Name,ENROLL_CNT,GRAD_CNT,GRAD_PCT,MEMBERSHIP_DESC
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,147,39,27%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,113,25,22%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,66,20,30%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,41,14,34%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,204,67,33%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,49,6,12%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,177,48,27%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,76,25,33%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,154,44,29%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,99,29,29%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,RIVERSIDE INSTITUTE OF TECHNOLOGY,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,266,164,62%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,125,85,68%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,141,79,56%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,70,39,56%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,58,35,60%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,124,80,65%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,8,6,75%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,187,132,71%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,79,32,41%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,256,163,64%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,10,1,10%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,153,86,56%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,113,78,69%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,SOUTH PARK HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,75,71,95%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,56,53,95%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,19,18,95%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,18,17,94%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,11,11,100%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,38,36,95%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,69,65,94%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,6,6,100%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,28,25,89%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,47,46,98%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,LEONARDO DA VINCI HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,72,45,63%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,37,25,68%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,35,20,57%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,58,33,57%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,5,5,100%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,60,40,67%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,12,5,42%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,49,31,63%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,23,14,61%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MATH SCIENCE TECH PREP SCHOOL-SENECA,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,89,5,6%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,44,3,7%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,45,2,4%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,59,3,5%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,15,0,0%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,69,2,3%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,20,3,15%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,84,5,6%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,5,0,0%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,41,5,12%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,48,0,0%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,ALTERNATIVE HIGH SCHOOL AT 44,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,77,70,91%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,35,32,91%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,42,38,90%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,51,45,88%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,8,8,100%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,18,17,94%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,67,60,90%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,10,10,100%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,35,31,89%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,42,39,93%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,MIDDLE EARLY COLLEGE HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,157,88,56%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,93,56,60%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,64,32,50%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,135,78,58%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,13,7,54%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,122,68,56%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,35,20,57%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,150,87,58%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,7,1,14%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,91,45,49%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,66,43,65%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,EAST HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,79,47,59%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,38,23,61%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,41,24,59%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,39,22,56%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,19,13,68%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,12,9,75%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,-,-,-,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,67,42,63%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,12,5,42%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,55,36,65%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,24,11,46%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,60,41,68%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,19,6,32%,2010 Total Cohort - 6 Year Outcome
1,14202,BUFFALO CITY SCHOOL DISTRICT,3375.0,3419.0,INTER PREP SCH-GROVER CLEVELAND #187,-,-,-,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,105,96,91%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,61,58,95%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,44,38,86%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,5,4,80%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,95,87,92%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,91,85,93%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,14,11,79%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,44,40,91%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,61,56,92%,2010 Total Cohort - 6 Year Outcome
11,14212,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2295.0,10611.0,JOHN F KENNEDY SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,133,100,75%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,50,36,72%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,83,64,77%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,31,20,65%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,83,68,82%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,111,89,80%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,22,11,50%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,97,77,79%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,36,23,64%,2010 Total Cohort - 6 Year Outcome
17,14218,LACKAWANNA CITY SCHOOL DISTRICT,3595.0,18912.0,LACKAWANNA HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,253,226,89%,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,125,114,91%,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,128,112,88%,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,13,10,77%,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,7,5,71%,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,226,205,91%,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,-,-,-,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,212,202,95%,2010 Total Cohort - 6 Year Outcome
22,14223,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,1196.0,23111.0,KENMORE EAST SENIOR HIGH SCHOOL,41,24,59%,2010 Total Cohort - 6 Year Outcome
